Year,Median household income,zipcode
2013,77526,92270
2013,41354,92273
2013,27305,92274
2013,19854,92275
2013,42842,92276
2013,39382,92277
2013,66875,92278
2013,,92280
2013,30543,92281
2013,36544,92282
2013,28913,92283
2013,41398,92284
2013,22917,92285
2013,37565,92301
2013,,92304
2013,75076,92305
2013,56477,92307
2013,43472,92308
2013,32833,92309
2013,49778,92310
2013,46279,92311
2013,64129,92313
2013,45473,92314
2013,34088,92315
2013,48276,92316
2013,43839,92320
2013,62669,92321
2013,56292,92322
2013,41198,92324
2013,47000,92325
2013,37000,92327
2013,38500,92328
2013,,92332
2013,38125,92333
2013,42943,92335
2013,87116,92336
2013,69804,92337
2013,,92338
2013,61563,92339
2013,28500,92341
2013,65794,92342
2013,65339,92344
2013,42421,92345
2013,62198,92346
2013,63462,92347
2013,69296,92352
2013,58700,92354
2013,31662,92356
2013,57368,92358
2013,54792,92359
2013,30077,92363
2013,46500,92364
2013,39504,92365
2013,27885,92368
2013,48451,92371
2013,35896,92372
2013,65649,92373
2013,64896,92374
2013,44550,92376
2013,79611,92377
2013,49115,92378
2013,57090,92382
2013,54750,92384
2013,97989,92385
2013,33428,92386
2013,20000,92389
2013,41042,92391
2013,58667,92392
2013,53993,92394
2013,38084,92395
2013,65469,92397
2013,58568,92398
2013,58420,92399
2013,14946,92401
2013,37175,92404
2013,37936,92405
2013,51471,92407
2013,36504,92408
2013,27324,92410
2013,31288,92411
2013,48234,92501
2013,56373,92503
2013,56108,92504
2013,57063,92505
2013,78236,92506
2013,39465,92507
2013,100243,92508
2013,56517,92509
2013,62652,92518
2013,49942,92530
2013,81807,92532
2013,52194,92536
2013,38564,92539
2013,26909,92543
2013,43726,92544
2013,38770,92545
2013,39709,92548
2013,58924,92549
2013,52505,92551
2013,42825,92553
2013,73994,92555
2013,62592,92557
2013,82344,92561
2013,75053,92562
2013,78880,92563
2013,56132,92567
2013,41365,92570
2013,50598,92571
2013,58051,92582
2013,39588,92583
2013,75147,92584
2013,61782,92585
2013,35935,92586
2013,67321,92587
2013,42516,92590
2013,68275,92591
2013,88355,92592
2013,62507,92595
2013,82832,92596
2013,103309,92602
2013,111307,92603
2013,89071,92604
2013,86500,92606
2013,124471,92610
2013,68953,92612
2013,92989,92614
2013,38843,92617
2013,92862,92618
2013,103385,92620
2013,68066,92624
2013,116270,92625
2013,77127,92626
2013,58167,92627
2013,85530,92629
2013,84871,92630
2013,36675,92637
2013,84144,92646
2013,75599,92647
2013,82564,92648
2013,86043,92649
2013,95865,92651
2013,91878,92653
2013,45577,92655
2013,97931,92656
2013,156440,92657
2013,111109,92660
2013,90357,92661
2013,78750,92662
2013,83550,92663
2013,75681,92672
2013,120219,92673
2013,75551,92675
2013,97717,92676
2013,99101,92677
2013,126371,92678
2013,142803,92679
2013,52409,92683
2013,98821,92688
2013,92710,92691
2013,99314,92692
2013,127906,92694
2013,41331,92701
2013,50824,92703
2013,58463,92704
2013,82411,92705
2013,60785,92706
2013,57384,92707
2013,80619,92708
2013,64680,92780
2013,99778,92782
2013,47715,92801
2013,49099,92802
2013,53293,92804
2013,53532,92805
2013,59315,92806
2013,98027,92807
2013,105144,92808
2013,78077,92821
2013,113478,92823
2013,61216,92831
2013,59754,92832
2013,65330,92833
2013,97723,92835
2013,61834,92840
2013,54277,92841
2013,51991,92843
2013,49936,92844
2013,89693,92845
2013,84905,92860
2013,155275,92861
2013,85057,92865
2013,58002,92866
2013,79650,92867
2013,69780,92868
2013,91755,92869
2013,78730,92870
2013,62529,92879
2013,100452,92880
2013,94389,92881
2013,71402,92882
2013,93511,92883
2013,108008,92886
2013,125265,92887
2013,52407,93001
2013,67860,93003
2013,73473,93004
2013,85479,93010
2013,94368,93012
2013,69766,93013
2013,57971,93015
2013,97079,93021
2013,75756,93022
2013,62133,93023
2013,55271,93030
2013,53400,93033
2013,80538,93035
2013,65432,93036
2013,45486,93040
2013,52814,93041
2013,,93042
2013,,93043
2013,55038,93060
2013,84216,93063
2013,,93064
2013,91686,93065
2013,85363,93066
2013,74832,93067
2013,55042,93101
2013,67053,93103
2013,81035,93105
2013,119539,93108
2013,88750,93109
2013,76215,93110
2013,95560,93111
2013,56669,93117
2013,27443,93201
2013,40484,93202
2013,33147,93203
2013,28794,93204
2013,21552,93205
2013,43355,93206
2013,34500,93207
2013,81071,93208
2013,47088,93210
2013,33756,93212
2013,35195,93215
2013,29375,93218
2013,25000,93219
2013,,93220
2013,44463,93221
2013,44179,93222
2013,32197,93223
2013,60114,93224
2013,55313,93225
2013,44107,93226
2013,52611,93230
2013,23238,93234
2013,29688,93235
2013,58480,93238
2013,41912,93239
2013,22706,93240
2013,32490,93241
2013,41325,93242
2013,64611,93243
2013,34500,93244
2013,51850,93245
2013,35799,93247
2013,32768,93249
2013,35616,93250
2013,38750,93251
2013,31550,93252
2013,37679,93254
2013,31250,93255
2013,27305,93256
2013,40851,93257
2013,20417,93258
2013,25089,93260
2013,29528,93261
2013,,93262
2013,41448,93263
2013,47058,93265
2013,28700,93266
2013,31865,93267
2013,45024,93268
2013,30142,93270
2013,39345,93271
2013,37448,93272
2013,44775,93274
2013,46250,93276
2013,50066,93277
2013,39038,93280
2013,24821,93283
2013,31761,93285
2013,39783,93286
2013,58125,93287
2013,52546,93291
2013,53507,93292
2013,31721,93301
2013,35059,93304
2013,31179,93305
2013,54126,93306
2013,33711,93307
2013,42543,93308
2013,47593,93309
2013,86026,93311
2013,90495,93312
2013,61226,93313
2013,95830,93314
2013,52730,93401
2013,57926,93402
2013,40697,93405
2013,,93410
2013,67035,93420
2013,65657,93422
2013,75043,93424
2013,63594,93426
2013,66628,93427
2013,59813,93428
2013,68281,93429
2013,55956,93430
2013,60759,93432
2013,47271,93433
2013,47518,93434
2013,52032,93436
2013,65142,93437
2013,63177,93440
2013,84773,93441
2013,51010,93442
2013,61751,93444
2013,43367,93445
2013,62529,93446
2013,65859,93449
2013,40469,93450
2013,55670,93451
2013,38333,93452
2013,58190,93453
2013,50912,93454
2013,69602,93455
2013,44209,93458
2013,96071,93460
2013,63750,93461
2013,66146,93463
2013,80884,93465
2013,30250,93501
2013,51238,93505
2013,85096,93510
2013,16625,93512
2013,44583,93513
2013,51218,93514
2013,35872,93516
2013,61940,93517
2013,45382,93518
2013,22083,93519
2013,,93522
2013,52569,93523
2013,,93524
2013,58958,93526
2013,52170,93527
2013,,93528
2013,39760,93529
2013,28333,93530
2013,82622,93531
2013,62688,93532
2013,35892,93534
2013,44399,93535
2013,70577,93536
2013,54643,93541
2013,56279,93543
2013,51750,93544
2013,32473,93545
2013,70607,93546
2013,44261,93549
2013,38316,93550
2013,80663,93551
2013,56163,93552
2013,50132,93553
2013,26280,93554
2013,61221,93555
2013,24306,93558
2013,59142,93560
2013,57433,93561
2013,31645,93562
2013,85250,93563
2013,41972,93591
2013,,93592
2013,53594,93601
2013,58168,93602
2013,36875,93603
2013,60652,93604
2013,84375,93605
2013,23750,93606
2013,30523,93608
2013,47361,93609
2013,40327,93610
2013,78482,93611
2013,39801,93612
2013,46551,93614
2013,27525,93615
2013,31108,93616
2013,38110,93618
2013,106235,93619
2013,34579,93620
2013,32014,93621
2013,32865,93622
2013,23269,93623
2013,34676,93624
2013,45230,93625
2013,32560,93626
2013,,93627
2013,58977,93628
2013,48115,93630
2013,55266,93631
2013,,93633
2013,,93634
2013,46933,93635
2013,74538,93636
2013,48974,93637
2013,37280,93638
2013,25019,93640
2013,33622,93641
2013,41875,93643
2013,43376,93644
2013,61589,93645
2013,27906,93646
2013,33205,93647
2013,35499,93648
2013,30205,93650
2013,88080,93651
2013,28750,93652
2013,60750,93653
2013,48817,93654
2013,43864,93656
2013,47781,93657
2013,26978,93660
2013,43790,93662
2013,78750,93664
2013,29607,93665
2013,23313,93666
2013,54459,93667
2013,28571,93668
2013,2500,93669
2013,37333,93673
2013,60743,93675
2013,20201,93701
2013,27372,93702
2013,28663,93703
2013,45866,93704
2013,32485,93705
2013,29275,93706
2013,42286,93710
2013,65678,93711
2013,75200,93720
2013,16597,93721
2013,55500,93722
2013,65045,93723
2013,35974,93725
2013,32796,93726
2013,45760,93727
2013,32215,93728
2013,118396,93730
2013,48514,93901
2013,41607,93905
2013,56358,93906
2013,68497,93907
2013,108093,93908
2013,81125,93920
2013,66231,93921
2013,105714,93923
2013,88926,93924
2013,70909,93925
2013,50933,93926
2013,52642,93927
2013,80707,93928
2013,47262,93930
2013,94643,93932
2013,52736,93933
2013,67513,93940
2013,,93943
2013,71969,93950
2013,100268,93953
2013,39167,93954
2013,55678,93955
2013,50504,93960
2013,81500,93962
2013,102090,94002
2013,78542,94005
2013,109775,94010
2013,71739,94014
2013,76978,94015
2013,100394,94019
2013,99716,94020
2013,92375,94021
2013,165534,94022
2013,167384,94024
2013,115444,94025
2013,220583,94027
2013,161205,94028
2013,88451,94030
2013,150071,94037
2013,106429,94038
2013,99375,94040
2013,92125,94041
2013,97552,94043
2013,94453,94044
2013,80417,94060
2013,79833,94061
2013,125060,94062
2013,52818,94063
2013,132337,94065
2013,78911,94066
2013,117679,94070
2013,84500,94074
2013,77058,94080
2013,91808,94085
2013,96919,94086
2013,114771,94087
2013,85769,94089
2013,22517,94102
2013,43364,94103
2013,48750,94104
2013,163949,94105
2013,114439,94107
2013,35427,94108
2013,60722,94109
2013,82111,94110
2013,89722,94111
2013,71625,94112
2013,114689,94114
2013,76952,94115
2013,83407,94116
2013,94479,94117
2013,82857,94118
2013,72756,94121
2013,81768,94122
2013,112650,94123
2013,50146,94124
2013,131351,94127
2013,,94128
2013,143320,94129
2013,37500,94130
2013,96889,94131
2013,69223,94132
2013,50485,94133
2013,56716,94134
2013,82195,94158
2013,122473,94301
2013,80127,94303
2013,103971,94304
2013,64697,94305
2013,110580,94306
2013,69832,94401
2013,107124,94402
2013,90764,94403
2013,114511,94404
2013,69076,94501
2013,105616,94502
2013,82746,94503
2013,111290,94505
2013,171214,94506
2013,160279,94507
2013,60855,94508
2013,53953,94509
2013,88930,94510
2013,35288,94511
2013,142885,94512
2013,91343,94513
2013,50199,94514
2013,60754,94515
2013,100938,94516
2013,116677,94517
2013,70546,94518
2013,70476,94519
2013,47313,94520
2013,81144,94521
2013,77485,94523
2013,83716,94525
2013,124511,94526
2013,223893,94528
2013,84466,94530
2013,87927,94531
2013,55413,94533
2013,92676,94534
2013,50970,94535
2013,87001,94536
2013,85945,94538
2013,143949,94539
2013,56656,94541
2013,84817,94542
2013,60448,94544
2013,69488,94545
2013,73099,94546
2013,97269,94547
2013,77750,94548
2013,135980,94549
2013,102413,94550
2013,95716,94551
2013,138447,94552
2013,75672,94553
2013,111268,94555
2013,120960,94556
2013,72286,94558
2013,56895,94559
2013,85847,94560
2013,76693,94561
2013,164173,94563
2013,76960,94564
2013,55255,94565
2013,117475,94566
2013,56821,94567
2013,114812,94568
2013,86719,94569
2013,54223,94571
2013,64756,94572
2013,61103,94573
2013,83551,94574
2013,,94575
2013,40104,94576
2013,63388,94577
2013,51518,94578
2013,72369,94579
2013,71098,94580
2013,137395,94582
2013,119623,94583
2013,70374,94585
2013,93036,94586
2013,82083,94587
2013,119849,94588
2013,56068,94589
2013,41819,94590
2013,73509,94591
2013,105352,94592
2013,57744,94595
2013,77173,94596
2013,86227,94597
2013,121067,94598
2013,70250,94599
2013,38305,94601
2013,71510,94602
2013,40927,94603
2013,56944,94605
2013,38363,94606
2013,32856,94607
2013,52787,94608
2013,52400,94609
2013,72848,94610
2013,104967,94611
2013,26054,94612
2013,,94613
2013,116604,94618
2013,75963,94619
2013,31082,94621
2013,57457,94702
2013,55554,94703
2013,31116,94704
2013,94750,94705
2013,81206,94706
2013,138144,94707
2013,140611,94708
2013,57433,94709
2013,63125,94710
2013,23304,94720
2013,40030,94801
2013,75052,94803
2013,49261,94804
2013,65747,94805
2013,52976,94806
2013,,94850
2013,72311,94901
2013,88646,94903
2013,102538,94904
2013,138884,94920
2013,28864,94922
2013,76583,94923
2013,63750,94924
2013,107193,94925
2013,56543,94928
2013,45139,94929
2013,89306,94930
2013,66111,94931
2013,69271,94933
2013,50045,94937
2013,100509,94938
2013,97723,94939
2013,29813,94940
2013,110221,94941
2013,83026,94945
2013,131250,94946
2013,80719,94947
2013,77308,94949
2013,87708,94950
2013,90027,94951
2013,76813,94952
2013,80645,94954
2013,57105,94956
2013,130208,94957
2013,108629,94960
2013,83009,94963
2013,,94964
2013,91410,94965
2013,81743,94970
2013,62500,94971
2013,,94972
2013,72368,94973
2013,70114,95002
2013,83507,95003
2013,73107,95004
2013,73877,95005
2013,75944,95006
2013,146842,95007
2013,87204,95008
2013,53275,95010
2013,55127,95012
2013,,95013
2013,127870,95014
2013,73125,95017
2013,71964,95018
2013,36791,95019
2013,81037,95020
2013,67481,95023
2013,151538,95030
2013,122163,95032
2013,116382,95033
2013,95437,95035
2013,95047,95037
2013,55724,95039
2013,58958,95041
2013,65341,95043
2013,58005,95045
2013,92778,95046
2013,67630,95050
2013,100504,95051
2013,250000,95053
2013,110099,95054
2013,62879,95060
2013,60035,95062
2013,54669,95064
2013,85156,95065
2013,106519,95066
2013,158655,95070
2013,73987,95073
2013,52500,95075
2013,55208,95076
2013,63184,95110
2013,57120,95111
2013,48370,95112
2013,34345,95113
2013,48805,95116
2013,63465,95117
2013,89265,95118
2013,109745,95119
2013,150675,95120
2013,82001,95121
2013,56140,95122
2013,87180,95123
2013,105924,95124
2013,97694,95125
2013,70351,95126
2013,68379,95127
2013,66533,95128
2013,104705,95129
2013,90759,95130
2013,104919,95131
2013,95198,95132
2013,66705,95133
2013,113212,95134
2013,124288,95135
2013,86547,95136
2013,143261,95138
2013,92421,95139
2013,163229,95140
2013,105438,95148
2013,14404,95202
2013,39301,95203
2013,44809,95204
2013,33043,95205
2013,43559,95206
2013,39301,95207
2013,72430,95209
2013,40182,95210
2013,,95211
2013,61214,95212
2013,41736,95215
2013,73911,95219
2013,54000,95220
2013,52088,95222
2013,54360,95223
2013,21429,95224
2013,52788,95225
2013,,95226
2013,102117,95227
2013,61488,95228
2013,45769,95230
2013,37258,95231
2013,55417,95232
2013,52222,95233
2013,,95234
2013,81510,95236
2013,44542,95237
2013,41172,95240
2013,65601,95242
2013,62077,95245
2013,47379,95246
2013,47479,95247
2013,21382,95248
2013,44038,95249
2013,,95250
2013,67171,95251
2013,65395,95252
2013,151298,95254
2013,39308,95255
2013,46111,95257
2013,67386,95258
2013,48103,95301
2013,53750,95303
2013,79029,95304
2013,,95305
2013,57679,95306
2013,47691,95307
2013,48929,95310
2013,33649,95311
2013,51750,95312
2013,30811,95313
2013,,95314
2013,46010,95315
2013,70269,95316
2013,34783,95317
2013,100744,95318
2013,24469,95319
2013,55688,95320
2013,47321,95321
2013,35462,95322
2013,49896,95323
2013,49485,95324
2013,,95325
2013,50254,95326
2013,43042,95327
2013,35042,95328
2013,62371,95329
2013,60887,95330
2013,40274,95333
2013,48462,95334
2013,32951,95335
2013,57317,95336
2013,64813,95337
2013,49780,95338
2013,47779,95340
2013,33046,95341
2013,41583,95345
2013,50983,95346
2013,40864,95348
2013,39195,95350
2013,31551,95351
2013,36285,95354
2013,55049,95355
2013,62050,95356
2013,55379,95357
2013,48183,95358
2013,42909,95360
2013,60972,95361
2013,53426,95363
2013,,95364
2013,32500,95365
2013,71560,95366
2013,57404,95367
2013,70875,95368
2013,49500,95369
2013,48583,95370
2013,71250,95372
2013,37391,95374
2013,,95375
2013,63374,95376
2013,98072,95377
2013,50081,95379
2013,40564,95380
2013,65412,95382
2013,50368,95383
2013,38060,95385
2013,52560,95386
2013,43480,95387
2013,40842,95388
2013,36875,95389
2013,99764,95391
2013,52830,95401
2013,60394,95403
2013,66366,95404
2013,71163,95405
2013,53729,95407
2013,66567,95409
2013,31760,95410
2013,51667,95412
2013,35871,95415
2013,71321,95417
2013,50074,95420
2013,57917,95421
2013,25460,95422
2013,28354,95423
2013,57379,95425
2013,61944,95426
2013,26071,95427
2013,27339,95428
2013,52159,95429
2013,,95430
2013,,95431
2013,34044,95432
2013,,95435
2013,47455,95436
2013,41496,95437
2013,50139,95439
2013,60357,95441
2013,57065,95442
2013,31848,95443
2013,73092,95444
2013,37389,95445
2013,39258,95446
2013,61952,95448
2013,40563,95449
2013,51250,95450
2013,47603,95451
2013,65223,95452
2013,43136,95453
2013,34755,95454
2013,38689,95456
2013,46277,95457
2013,25458,95458
2013,42426,95459
2013,51693,95460
2013,57726,95461
2013,37137,95462
2013,,95463
2013,26336,95464
2013,76439,95465
2013,48365,95466
2013,63281,95467
2013,44122,95468
2013,52902,95469
2013,62090,95470
2013,39299,95471
2013,68223,95472
2013,58785,95476
2013,47698,95482
2013,29741,95485
2013,,95486
2013,53333,95488
2013,38394,95490
2013,80327,95492
2013,55104,95493
2013,47361,95494
2013,59667,95497
2013,37600,95501
2013,47537,95503
2013,11955,95511
2013,20625,95514
2013,48914,95519
2013,34046,95521
2013,62557,95524
2013,49934,95525
2013,20083,95526
2013,33167,95527
2013,41597,95528
2013,39486,95531
2013,45188,95536
2013,,95537
2013,40751,95540
2013,43021,95542
2013,29038,95543
2013,49167,95545
2013,26786,95546
2013,58250,95547
2013,27243,95548
2013,52222,95549
2013,65417,95550
2013,45417,95551
2013,31688,95552
2013,37993,95553
2013,31107,95554
2013,32750,95555
2013,49833,95556
2013,36538,95558
2013,23059,95559
2013,27635,95560
2013,42325,95562
2013,36696,95563
2013,48571,95564
2013,52853,95565
2013,43125,95567
2013,53333,95568
2013,37727,95569
2013,47417,95570
2013,,95571
2013,31530,95573
2013,27083,95585
2013,112083,95587
2013,50188,95589
2013,29318,95595
2013,19688,95601
2013,64329,95602
2013,57779,95603
2013,,95604
2013,38791,95605
2013,178295,95606
2013,77697,95607
2013,54322,95608
2013,50928,95610
2013,58147,95612
2013,92721,95614
2013,74583,95615
2013,44741,95616
2013,82313,95618
2013,57340,95619
2013,71261,95620
2013,53134,95621
2013,62321,95623
2013,77652,95624
2013,75114,95625
2013,58333,95626
2013,58092,95627
2013,73720,95628
2013,41181,95629
2013,98547,95630
2013,62976,95631
2013,59731,95632
2013,65603,95633
2013,56528,95634
2013,43542,95635
2013,50000,95636
2013,72778,95637
2013,88188,95638
2013,75870,95639
2013,58309,95640
2013,41618,95641
2013,44811,95642
2013,44954,95645
2013,,95646
2013,71713,95648
2013,79743,95650
2013,55446,95651
2013,29583,95652
2013,42083,95653
2013,80865,95655
2013,64821,95658
2013,42109,95659
2013,41036,95660
2013,69703,95661
2013,64991,95662
2013,125303,95663
2013,89141,95664
2013,46345,95665
2013,53391,95666
2013,57468,95667
2013,72422,95668
2013,67770,95669
2013,54915,95670
2013,93209,95672
2013,53429,95673
2013,78929,95674
2013,32470,95675
2013,68160,95677
2013,60513,95678
2013,,95679
2013,,95680
2013,73229,95681
2013,77718,95682
2013,96165,95683
2013,53148,95684
2013,59239,95685
2013,30491,95686
2013,73583,95687
2013,79452,95688
2013,78352,95689
2013,61150,95690
2013,63559,95691
2013,61627,95692
2013,76392,95693
2013,55163,95694
2013,51158,95695
2013,60469,95697
2013,47857,95698
2013,73555,95699
2013,55682,95701
2013,75217,95703
2013,68628,95709
2013,60025,95713
2013,52679,95714
2013,40313,95715
2013,38375,95717
2013,55938,95720
2013,,95721
2013,69231,95722
2013,,95724
2013,55526,95726
2013,42574,95728
2013,33750,95735
2013,43375,95736
2013,96278,95742
2013,127736,95746
2013,86595,95747
2013,84297,95757
2013,70616,95758
2013,119382,95762
2013,84417,95765
2013,61599,95776
2013,36421,95811
2013,34085,95814
2013,31274,95815
2013,49953,95816
2013,34990,95817
2013,57500,95818
2013,81076,95819
2013,39295,95820
2013,38750,95821
2013,43624,95822
2013,37931,95823
2013,29771,95824
2013,37605,95825
2013,53432,95826
2013,51981,95827
2013,46820,95828
2013,74550,95829
2013,73333,95830
2013,68461,95831
2013,39735,95832
2013,56280,95833
2013,55177,95834
2013,79528,95835
2013,42500,95837
2013,38271,95838
2013,36967,95841
2013,45537,95842
2013,65779,95843
2013,79778,95864
2013,40260,95901
2013,40000,95903
2013,22000,95910
2013,53333,95912
2013,45875,95914
2013,10625,95915
2013,36875,95916
2013,43915,95917
2013,76583,95918
2013,45914,95919
2013,66250,95920
2013,24700,95922
2013,45875,95923
2013,,95925
2013,39216,95926
2013,45224,95928
2013,,95930
2013,50531,95932
2013,31250,95934
2013,56771,95935
2013,50917,95936
2013,56705,95937
2013,61849,95938
2013,29861,95939
2013,51417,95941
2013,41323,95942
2013,48906,95943
2013,,95944
2013,42828,95945
2013,60750,95946
2013,31687,95947
2013,44034,95948
2013,62224,95949
2013,58125,95950
2013,39150,95951
2013,45414,95953
2013,39932,95954
2013,43977,95955
2013,49444,95956
2013,56875,95957
2013,63132,95959
2013,29773,95960
2013,46144,95961
2013,64671,95962
2013,41738,95963
2013,36080,95965
2013,42555,95966
2013,46618,95968
2013,41179,95969
2013,60658,95970
2013,50912,95971
2013,55426,95973
2013,,95974
2013,49688,95975
2013,50820,95977
2013,,95978
2013,42167,95979
2013,2500,95981
2013,63277,95982
2013,51792,95983
2013,,95984
2013,,95986
2013,53596,95987
2013,47184,95988
2013,42589,95991
2013,64011,95993
2013,47988,96001
2013,44017,96002
2013,45722,96003
2013,57321,96006
2013,38258,96007
2013,51500,96008
2013,69318,96009
2013,29773,96010
2013,32083,96011
2013,37629,96013
2013,40000,96014
2013,23167,96015
2013,58241,96016
2013,31042,96017
2013,39111,96019
2013,43750,96020
2013,41099,96021
2013,53663,96022
2013,29792,96023
2013,41776,96024
2013,32000,96025
2013,43325,96027
2013,39212,96028
2013,59000,96029
2013,28125,96031
2013,45493,96032
2013,29135,96033
2013,35250,96034
2013,42150,96035
2013,14881,96037
2013,39792,96038
2013,28750,96039
2013,49408,96040
2013,34844,96041
2013,36645,96044
2013,27031,96046
2013,28646,96047
2013,42250,96048
2013,12054,96049
2013,28250,96050
2013,46304,96051
2013,33438,96052
2013,16944,96054
2013,35750,96055
2013,46184,96056
2013,41445,96057
2013,30000,96058
2013,46667,96059
2013,69688,96061
2013,59271,96062
2013,44375,96063
2013,41940,96064
2013,35156,96065
2013,44692,96067
2013,34375,96068
2013,35813,96069
2013,38516,96071
2013,79188,96073
2013,39271,96074
2013,19306,96075
2013,31316,96076
2013,39934,96080
2013,31897,96084
2013,29519,96085
2013,32688,96086
2013,31488,96087
2013,46045,96088
2013,39583,96090
2013,36806,96091
2013,61389,96092
2013,40172,96093
2013,42857,96094
2013,56250,96096
2013,29443,96097
2013,37148,96101
2013,58090,96103
2013,34779,96104
2013,43208,96105
2013,76250,96106
2013,56719,96107
2013,,96108
2013,34313,96109
2013,23750,96110
2013,56146,96111
2013,24545,96112
2013,45833,96113
2013,71786,96114
2013,38482,96115
2013,26250,96116
2013,60375,96117
2013,42264,96118
2013,45313,96119
2013,58611,96120
2013,72143,96121
2013,40313,96122
2013,,96123
2013,30893,96124
2013,120781,96125
2013,,96126
2013,67986,96128
2013,48977,96129
2013,54372,96130
2013,24167,96132
2013,28257,96133
2013,34934,96134
2013,,96135
2013,81607,96136
2013,46463,96137
2013,71081,96140
2013,70670,96141
2013,40913,96142
2013,40683,96143
2013,66628,96145
2013,52333,96146
2013,58478,96148
2013,46859,96150
2013,,96155
2013,67750,96161
2013,49313,97635
2014,35000,89010
2014,37632,89019
2014,40726,89060
2014,55096,89061
2014,59275,89439
2014,34050,90001
2014,30214,90002
2014,30016,90003
2014,38493,90004
2014,31214,90005
2014,31403,90006
2014,22646,90007
2014,36180,90008
2014,47308,90010
2014,29889,90011
2014,29492,90012
2014,21120,90013
2014,17134,90014
2014,28953,90015
2014,38050,90016
2014,21009,90017
2014,32104,90018
2014,43244,90019
2014,37121,90020
2014,12748,90021
2014,39051,90022
2014,37082,90023
2014,59125,90024
2014,71278,90025
2014,46435,90026
2014,50316,90027
2014,31742,90028
2014,35253,90029
2014,34656,90031
2014,45208,90032
2014,27190,90033
2014,56743,90034
2014,75327,90035
2014,71049,90036
2014,26638,90037
2014,33850,90038
2014,67170,90039
2014,44531,90040
2014,64545,90041
2014,51427,90042
2014,38738,90043
2014,28344,90044
2014,78082,90045
2014,56337,90046
2014,40528,90047
2014,72913,90048
2014,116732,90049
2014,76688,90056
2014,26940,90057
2014,15988,90058
2014,33678,90059
2014,34566,90061
2014,32067,90062
2014,39206,90063
2014,86573,90064
2014,52794,90065
2014,68346,90066
2014,89500,90067
2014,73373,90068
2014,78607,90069
2014,,90071
2014,,90073
2014,172443,90077
2014,,90079
2014,10625,90089
2014,,90090
2014,96010,90094
2014,,90095
2014,37013,90201
2014,138750,90210
2014,69942,90211
2014,84516,90212
2014,45474,90220
2014,42753,90221
2014,40056,90222
2014,73786,90230
2014,71316,90232
2014,71939,90240
2014,56059,90241
2014,57095,90242
2014,84004,90245
2014,42968,90247
2014,51956,90248
2014,50996,90249
2014,45766,90250
2014,105029,90254
2014,35985,90255
2014,51769,90260
2014,42057,90262
2014,,90263
2014,124814,90265
2014,142071,90266
2014,36450,90270
2014,157938,90272
2014,156250,90274
2014,120742,90275
2014,99398,90277
2014,104934,90278
2014,43526,90280
2014,106750,90290
2014,81025,90291
2014,103319,90292
2014,84588,90293
2014,37813,90301
2014,41187,90302
2014,40807,90303
2014,36778,90304
2014,62558,90305
2014,60802,90401
2014,131607,90402
2014,72366,90403
2014,65035,90404
2014,78756,90405
2014,59878,90501
2014,62533,90502
2014,77047,90503
2014,75180,90504
2014,82313,90505
2014,,90506
2014,70841,90601
2014,47622,90602
2014,87251,90603
2014,65640,90604
2014,66706,90605
2014,63833,90606
2014,80278,90620
2014,56219,90621
2014,83767,90623
2014,84051,90630
2014,66553,90631
2014,79858,90638
2014,47436,90640
2014,60523,90650
2014,56607,90660
2014,51935,90670
2014,47796,90680
2014,60544,90701
2014,90613,90703
2014,55882,90704
2014,49360,90706
2014,54630,90710
2014,78175,90712
2014,87095,90713
2014,64701,90715
2014,39055,90716
2014,56245,90717
2014,95631,90720
2014,43784,90723
2014,49786,90731
2014,84537,90732
2014,53677,90740
2014,88971,90742
2014,106458,90743
2014,41578,90744
2014,71757,90745
2014,75031,90746
2014,,90747
2014,67878,90755
2014,44984,90802
2014,72025,90803
2014,44629,90804
2014,45197,90805
2014,43785,90806
2014,72276,90807
2014,96824,90808
2014,49087,90810
2014,31215,90813
2014,55111,90814
2014,79525,90815
2014,,90822
2014,,90831
2014,85655,91001
2014,84021,91006
2014,72255,91007
2014,98315,91008
2014,60118,91010
2014,152210,91011
2014,72168,91016
2014,67652,91020
2014,90780,91024
2014,80479,91030
2014,70830,91040
2014,57640,91042
2014,17981,91046
2014,58365,91101
2014,59099,91103
2014,70811,91104
2014,108882,91105
2014,72192,91106
2014,84761,91107
2014,120152,91108
2014,50526,91201
2014,63111,91202
2014,44724,91203
2014,39753,91204
2014,37414,91205
2014,52077,91206
2014,88929,91207
2014,88955,91208
2014,157879,91210
2014,89849,91214
2014,109913,91301
2014,121715,91302
2014,46187,91303
2014,58361,91304
2014,60959,91306
2014,98655,91307
2014,80279,91311
2014,62016,91316
2014,106365,91320
2014,57654,91321
2014,58993,91324
2014,57883,91325
2014,98831,91326
2014,,91330
2014,51345,91331
2014,51398,91335
2014,55217,91340
2014,60899,91342
2014,55238,91343
2014,77247,91344
2014,60148,91345
2014,97921,91350
2014,70858,91351
2014,49088,91352
2014,111098,91354
2014,89596,91355
2014,69148,91356
2014,91617,91360
2014,103306,91361
2014,100747,91362
2014,93919,91364
2014,77152,91367
2014,,91371
2014,117326,91377
2014,114608,91381
2014,102273,91384
2014,82076,91387
2014,105659,91390
2014,48994,91401
2014,39009,91402
2014,75334,91403
2014,38162,91405
2014,50381,91406
2014,43758,91411
2014,75671,91423
2014,128060,91436
2014,62500,91501
2014,40208,91502
