Year,Median household income,zipcode
2015,35922,93501
2015,54328,93505
2015,86944,93510
2015,,93512
2015,48050,93513
2015,51727,93514
2015,28750,93516
2015,61250,93517
2015,28661,93518
2015,27674,93519
2015,,93522
2015,52892,93523
2015,,93524
2015,48015,93526
2015,67675,93527
2015,,93528
2015,51434,93529
2015,,93530
2015,70956,93531
2015,55000,93532
2015,35434,93534
2015,40588,93535
2015,70195,93536
2015,88169,93541
2015,53241,93543
2015,56205,93544
2015,31449,93545
2015,61952,93546
2015,41597,93549
2015,37669,93550
2015,84486,93551
2015,54132,93552
2015,52639,93553
2015,26842,93554
2015,61881,93555
2015,24938,93558
2015,55618,93560
2015,61614,93561
2015,40789,93562
2015,57417,93563
2015,40805,93591
2015,,93592
2015,58250,93601
2015,51825,93602
2015,,93603
2015,35550,93604
2015,83456,93605
2015,23750,93606
2015,33537,93608
2015,39485,93609
2015,36536,93610
2015,76778,93611
2015,39556,93612
2015,55160,93614
2015,32592,93615
2015,28788,93616
2015,37239,93618
2015,105891,93619
2015,34905,93620
2015,,93621
2015,40341,93622
2015,23362,93623
2015,33445,93624
2015,42234,93625
2015,81219,93626
2015,,93627
2015,,93628
2015,42038,93630
2015,56120,93631
2015,,93633
2015,,93634
2015,44366,93635
2015,70857,93636
2015,48893,93637
2015,36356,93638
2015,26178,93640
2015,,93641
2015,39573,93643
2015,42939,93644
2015,94236,93645
2015,26800,93646
2015,31985,93647
2015,31473,93648
2015,33534,93650
2015,91667,93651
2015,23750,93652
2015,67625,93653
2015,46368,93654
2015,46010,93656
2015,52357,93657
2015,25540,93660
2015,42752,93662
2015,95938,93664
2015,34964,93665
2015,25833,93666
2015,61635,93667
2015,34250,93668
2015,33824,93669
2015,38942,93673
2015,63770,93675
2015,19468,93701
2015,26180,93702
2015,28373,93703
2015,48141,93704
2015,31672,93705
2015,29606,93706
2015,42254,93710
2015,66786,93711
2015,77767,93720
2015,12487,93721
2015,54093,93722
2015,70785,93723
2015,37560,93725
2015,31823,93726
2015,47052,93727
2015,32323,93728
2015,111762,93730
2015,50901,93901
2015,42754,93905
2015,54945,93906
2015,64605,93907
2015,117894,93908
2015,59297,93920
2015,76058,93921
2015,96532,93923
2015,89415,93924
2015,63500,93925
2015,49308,93926
2015,50158,93927
2015,80089,93928
2015,42912,93930
2015,40500,93932
2015,54960,93933
2015,71043,93940
2015,,93943
2015,80037,93950
2015,96094,93953
2015,42083,93954
2015,51606,93955
2015,49310,93960
2015,82396,93962
2015,109111,94002
2015,88141,94005
2015,121421,94010
2015,70957,94014
2015,79395,94015
2015,103535,94019
2015,94250,94020
2015,,94021
2015,184871,94022
2015,186985,94024
2015,127236,94025
2015,236500,94027
2015,186641,94028
2015,93894,94030
2015,123194,94037
2015,91598,94038
2015,107244,94040
2015,90970,94041
2015,102500,94043
2015,100043,94044
2015,56518,94060
2015,85164,94061
2015,130395,94062
2015,55605,94063
2015,142142,94065
2015,83888,94066
2015,131199,94070
2015,153550,94074
2015,81455,94080
2015,97643,94085
2015,101777,94086
2015,125488,94087
2015,92762,94089
2015,25362,94102
2015,43321,94103
2015,,94104
2015,172570,94105
2015,121167,94107
2015,40435,94108
2015,66276,94109
2015,90364,94110
2015,91603,94111
2015,72545,94112
2015,125265,94114
2015,89811,94115
2015,87321,94116
2015,108429,94117
2015,86999,94118
2015,69813,94121
2015,90514,94122
2015,124231,94123
2015,49945,94124
2015,131842,94127
2015,,94128
2015,163786,94129
2015,40769,94130
2015,101496,94131
2015,70627,94132
2015,54496,94133
2015,62773,94134
2015,79650,94158
2015,142168,94301
2015,89862,94303
2015,104831,94304
2015,50000,94305
2015,117976,94306
2015,72800,94401
2015,122475,94402
2015,98923,94403
2015,121875,94404
2015,72884,94501
2015,109801,94502
2015,75885,94503
2015,106394,94505
2015,171136,94506
2015,165230,94507
2015,64250,94508
2015,53998,94509
2015,88871,94510
2015,35988,94511
2015,,94512
2015,92731,94513
2015,52250,94514
2015,60975,94515
2015,87000,94516
2015,122125,94517
2015,73372,94518
2015,71121,94519
2015,47048,94520
2015,86662,94521
2015,81599,94523
2015,77250,94525
2015,131037,94526
2015,,94528
2015,87039,94530
2015,88578,94531
2015,56790,94533
2015,91893,94534
2015,54397,94535
2015,96562,94536
2015,89874,94538
2015,145782,94539
2015,61421,94541
2015,90986,94542
2015,60539,94544
2015,76773,94545
2015,76269,94546
2015,100970,94547
2015,72250,94548
2015,137989,94549
2015,104581,94550
2015,98920,94551
2015,136204,94552
2015,78673,94553
2015,118623,94555
2015,137639,94556
2015,74337,94558
2015,61883,94559
2015,86757,94560
2015,82060,94561
2015,163772,94563
2015,71936,94564
2015,56311,94565
2015,122260,94566
2015,57798,94567
2015,116199,94568
2015,110347,94569
2015,60579,94571
2015,64089,94572
2015,61442,94573
2015,86307,94574
2015,,94575
2015,,94576
2015,63047,94577
2015,50726,94578
2015,69630,94579
2015,71120,94580
2015,136280,94582
2015,124220,94583
2015,65563,94585
2015,75481,94586
2015,85521,94587
2015,128668,94588
2015,55322,94589
2015,39497,94590
2015,71337,94591
2015,108478,94592
2015,60743,94595
2015,81863,94596
2015,90717,94597
2015,126936,94598
2015,59265,94599
2015,39184,94601
2015,69382,94602
2015,42366,94603
2015,59940,94605
2015,40893,94606
2015,35837,94607
2015,58917,94608
2015,58990,94609
2015,75477,94610
2015,110999,94611
2015,32993,94612
2015,,94613
2015,128931,94618
2015,76361,94619
2015,31903,94621
2015,63196,94702
2015,65830,94703
2015,26478,94704
2015,100298,94705
2015,80970,94706
2015,138868,94707
2015,143816,94708
2015,62473,94709
2015,56995,94710
2015,,94720
2015,42767,94801
2015,76545,94803
2015,48282,94804
2015,67110,94805
2015,52014,94806
2015,,94850
2015,78044,94901
2015,90334,94903
2015,105313,94904
2015,144625,94920
2015,28542,94922
2015,81852,94923
2015,73631,94924
2015,122868,94925
2015,58320,94928
2015,45139,94929
2015,93667,94930
2015,62415,94931
2015,64911,94933
2015,55917,94937
2015,95172,94938
2015,96782,94939
2015,30417,94940
2015,121689,94941
2015,82100,94945
2015,101250,94946
2015,82434,94947
2015,75879,94949
2015,68482,94950
2015,88854,94951
2015,75379,94952
2015,82946,94954
2015,32283,94956
2015,219625,94957
2015,108786,94960
2015,85855,94963
2015,84844,94964
2015,103201,94965
2015,93750,94970
2015,,94971
2015,,94972
2015,79375,94973
2015,72557,95002
2015,86757,95003
2015,75871,95004
2015,71021,95005
2015,75378,95006
2015,,95007
2015,93715,95008
2015,56886,95010
2015,52267,95012
2015,50278,95013
2015,136940,95014
2015,67143,95017
2015,71839,95018
2015,33421,95019
2015,83858,95020
2015,72358,95023
2015,166761,95030
2015,122622,95032
2015,122375,95033
2015,100148,95035
2015,93736,95037
2015,39728,95039
2015,84000,95041
2015,66964,95043
2015,58581,95045
2015,102727,95046
2015,75767,95050
2015,103892,95051
2015,,95053
2015,121669,95054
2015,62581,95060
2015,63574,95062
2015,60192,95064
2015,91607,95065
2015,106462,95066
2015,169206,95070
2015,76779,95073
2015,61979,95075
2015,55019,95076
2015,69260,95110
2015,58562,95111
2015,52009,95112
2015,68929,95113
2015,47805,95116
2015,68214,95117
2015,91244,95118
2015,115896,95119
2015,156350,95120
2015,86537,95121
2015,56717,95122
2015,89313,95123
2015,110122,95124
2015,102546,95125
2015,74271,95126
2015,73358,95127
2015,72848,95128
2015,114073,95129
2015,98304,95130
2015,103852,95131
2015,97873,95132
2015,70524,95133
2015,120685,95134
2015,125425,95135
2015,89469,95136
2015,144457,95138
2015,107702,95139
2015,185625,95140
2015,107989,95148
2015,14579,95202
2015,38219,95203
2015,43511,95204
2015,32588,95205
2015,42277,95206
2015,38923,95207
2015,71190,95209
2015,36862,95210
2015,,95211
2015,65969,95212
2015,41826,95215
2015,75845,95219
2015,61111,95220
2015,55804,95222
2015,52759,95223
2015,17750,95224
2015,53482,95225
2015,,95226
2015,98462,95227
2015,66982,95228
2015,33716,95230
2015,35917,95231
2015,54632,95232
2015,51121,95233
2015,,95234
2015,68426,95236
2015,46582,95237
2015,41327,95240
2015,64493,95242
2015,61930,95245
2015,37421,95246
2015,44263,95247
2015,23750,95248
2015,37781,95249
2015,,95250
2015,72500,95251
2015,63398,95252
2015,107238,95254
2015,32455,95255
2015,34875,95257
2015,77000,95258
2015,47829,95301
2015,32344,95303
2015,78772,95304
2015,,95305
2015,57688,95306
2015,48604,95307
2015,44167,95310
2015,38088,95311
2015,47917,95312
2015,41953,95313
2015,,95314
2015,47408,95315
2015,60625,95316
2015,34596,95317
2015,100964,95318
2015,25208,95319
2015,55073,95320
2015,46121,95321
2015,38085,95322
2015,56500,95323
2015,53391,95324
2015,105167,95325
2015,54444,95326
2015,48621,95327
2015,44511,95328
2015,56771,95329
2015,62731,95330
2015,41955,95333
2015,51883,95334
2015,33929,95335
2015,56651,95336
2015,67940,95337
2015,44630,95338
2015,47128,95340
2015,31971,95341
2015,51806,95345
2015,53316,95346
2015,40323,95348
2015,41219,95350
2015,34341,95351
2015,37429,95354
2015,57057,95355
2015,65901,95356
2015,56381,95357
2015,50203,95358
2015,46078,95360
2015,57048,95361
2015,53204,95363
2015,,95364
2015,31640,95365
2015,79223,95366
2015,60259,95367
2015,69250,95368
2015,44911,95369
2015,49288,95370
2015,75000,95372
2015,37292,95374
2015,,95375
2015,64815,95376
2015,95629,95377
2015,53518,95379
2015,39321,95380
2015,65043,95382
2015,45709,95383
2015,39559,95385
2015,47024,95386
2015,29000,95387
2015,43436,95388
2015,48438,95389
2015,107903,95391
2015,53163,95401
2015,61957,95403
2015,68528,95404
2015,71477,95405
2015,54431,95407
2015,65453,95409
2015,37500,95410
2015,59375,95412
2015,35909,95415
2015,71037,95417
2015,70387,95420
2015,53929,95421
2015,25578,95422
2015,27889,95423
2015,60517,95425
2015,62833,95426
2015,,95427
2015,30975,95428
2015,72656,95429
2015,,95430
2015,,95431
2015,55720,95432
2015,,95435
2015,54667,95436
2015,39037,95437
2015,57019,95439
2015,59276,95441
2015,65000,95442
2015,15690,95443
2015,83304,95444
2015,40602,95445
2015,43762,95446
2015,66373,95448
2015,40710,95449
2015,56458,95450
2015,44483,95451
2015,78457,95452
2015,42758,95453
2015,28839,95454
2015,38724,95456
2015,38456,95457
2015,23162,95458
2015,45000,95459
2015,49984,95460
2015,58091,95461
2015,35685,95462
2015,,95463
2015,31200,95464
2015,68438,95465
2015,56161,95466
2015,66682,95467
2015,42885,95468
2015,54167,95469
2015,61882,95470
2015,47120,95471
2015,71211,95472
2015,60641,95476
2015,44596,95482
2015,30321,95485
2015,,95486
2015,72750,95488
2015,37456,95490
2015,83797,95492
2015,56414,95493
2015,,95494
2015,75598,95497
2015,38129,95501
2015,48409,95503
2015,,95511
2015,23534,95514
2015,50222,95519
2015,31852,95521
2015,69403,95524
2015,49709,95525
2015,21250,95526
2015,36420,95527
2015,40278,95528
2015,42014,95531
2015,46442,95536
2015,,95537
2015,43729,95540
2015,36531,95542
2015,35769,95543
2015,63750,95545
2015,27179,95546
2015,57946,95547
2015,27200,95548
2015,58409,95549
2015,,95550
2015,47986,95551
2015,32632,95552
2015,26735,95553
2015,49167,95554
2015,34375,95555
2015,40647,95556
2015,41250,95558
2015,22782,95559
2015,35987,95560
2015,38833,95562
2015,43750,95563
2015,42917,95564
2015,54224,95565
2015,43400,95567
2015,60313,95568
2015,30521,95569
2015,49878,95570
2015,40357,95571
2015,33056,95573
2015,25938,95585
2015,,95587
2015,50000,95589
2015,57500,95595
2015,,95601
2015,64045,95602
2015,58730,95603
2015,134091,95604
2015,40351,95605
2015,,95606
2015,69355,95607
2015,54407,95608
2015,50264,95610
2015,52857,95612
2015,97308,95614
2015,55938,95615
2015,44417,95616
2015,81219,95618
2015,60023,95619
2015,71099,95620
2015,49911,95621
2015,56825,95623
2015,80595,95624
2015,,95625
2015,60481,95626
2015,59966,95627
2015,72989,95628
2015,34880,95629
2015,101115,95630
2015,64917,95631
2015,65090,95632
2015,73301,95633
2015,47069,95634
2015,46071,95635
2015,49415,95636
2015,51938,95637
2015,97813,95638
2015,76429,95639
2015,54872,95640
2015,41458,95641
2015,48971,95642
2015,38672,95645
2015,,95646
2015,72996,95648
2015,89768,95650
2015,65785,95651
2015,23519,95652
2015,56875,95653
2015,83125,95655
2015,67682,95658
2015,42857,95659
2015,39521,95660
2015,74151,95661
2015,71473,95662
2015,118295,95663
2015,67629,95664
2015,64123,95665
2015,49180,95666
2015,56913,95667
2015,62500,95668
2015,63672,95669
2015,55473,95670
2015,97048,95672
2015,52244,95673
2015,82625,95674
2015,49750,95675
2015,69047,95677
2015,61791,95678
2015,,95679
2015,,95680
2015,48944,95681
2015,77473,95682
2015,99348,95683
2015,49509,95684
2015,61351,95685
2015,30721,95686
2015,73488,95687
2015,81800,95688
2015,66131,95689
2015,54792,95690
2015,60747,95691
2015,63875,95692
2015,85690,95693
2015,61650,95694
2015,53468,95695
2015,76618,95697
2015,38839,95698
2015,108333,95699
2015,41607,95701
2015,63523,95703
2015,70841,95709
2015,62289,95713
2015,53911,95714
2015,41250,95715
2015,41111,95717
2015,50625,95720
2015,,95721
2015,81719,95722
2015,,95724
2015,57038,95726
2015,58354,95728
2015,,95735
2015,43313,95736
2015,108179,95742
2015,115217,95746
2015,92649,95747
2015,86557,95757
2015,69641,95758
2015,119152,95762
2015,87596,95765
2015,65713,95776
2015,37638,95811
2015,31567,95814
2015,26832,95815
2015,54568,95816
2015,33890,95817
2015,62649,95818
2015,90149,95819
2015,40898,95820
2015,37619,95821
2015,45801,95822
2015,36886,95823
2015,29809,95824
2015,37291,95825
2015,54308,95826
2015,49450,95827
2015,45206,95828
2015,77892,95829
2015,50893,95830
2015,69085,95831
2015,41242,95832
2015,58575,95833
2015,53698,95834
2015,79499,95835
2015,111182,95837
2015,39622,95838
2015,40330,95841
2015,43327,95842
2015,63811,95843
2015,84414,95864
2015,44852,95901
2015,34881,95903
2015,,95910
2015,56154,95912
2015,,95914
2015,,95915
2015,36328,95916
2015,46071,95917
2015,91607,95918
2015,35694,95919
2015,74375,95920
2015,25909,95922
2015,,95923
2015,22716,95925
2015,38772,95926
2015,44508,95928
2015,,95930
2015,49253,95932
2015,22475,95934
2015,72719,95935
2015,,95936
2015,42250,95937
2015,61899,95938
2015,30481,95939
2015,,95941
2015,48160,95942
2015,44762,95943
2015,,95944
2015,43142,95945
2015,62029,95946
2015,36094,95947
2015,43394,95948
2015,56866,95949
2015,41445,95950
2015,34806,95951
2015,45987,95953
2015,41730,95954
2015,56058,95955
2015,55909,95956
2015,61528,95957
2015,57853,95959
2015,33654,95960
2015,48798,95961
2015,58431,95962
2015,37833,95963
2015,33859,95965
2015,40705,95966
2015,32813,95968
2015,46774,95969
2015,48646,95970
2015,49792,95971
2015,56581,95973
2015,,95974
2015,49015,95975
2015,41579,95977
2015,,95978
2015,45833,95979
2015,,95981
2015,67250,95982
2015,,95983
2015,,95984
2015,,95986
2015,54240,95987
2015,48504,95988
2015,43041,95991
2015,65404,95993
2015,46281,96001
2015,44548,96002
2015,46123,96003
2015,53929,96006
2015,38171,96007
2015,58942,96008
2015,47500,96009
2015,33500,96010
2015,,96011
2015,37586,96013
2015,63125,96014
2015,41121,96015
2015,87065,96016
2015,40938,96017
2015,42287,96019
2015,45357,96020
2015,39076,96021
2015,53847,96022
2015,30128,96023
2015,36750,96024
2015,28241,96025
2015,43287,96027
2015,33950,96028
2015,43750,96029
2015,30313,96031
2015,43203,96032
2015,28816,96033
2015,32045,96034
2015,44444,96035
2015,29286,96037
2015,42045,96038
2015,29688,96039
2015,36292,96040
2015,22639,96041
2015,35500,96044
2015,,96046
2015,38750,96047
2015,39107,96048
2015,,96049
2015,33929,96050
2015,42708,96051
2015,30515,96052
2015,22019,96054
2015,40884,96055
2015,46766,96056
2015,40034,96057
2015,36167,96058
2015,36287,96059
2015,98194,96061
2015,63214,96062
2015,45625,96063
2015,44236,96064
2015,36406,96065
2015,39830,96067
2015,,96068
2015,37083,96069
2015,36940,96071
2015,81094,96073
2015,37813,96074
2015,26875,96075
2015,,96076
2015,38117,96080
2015,34732,96084
2015,86250,96085
2015,22431,96086
2015,30956,96087
2015,47088,96088
2015,36250,96090
2015,40250,96091
2015,,96092
2015,42412,96093
2015,43750,96094
2015,57589,96096
2015,32272,96097
2015,37974,96101
2015,60339,96103
2015,53875,96104
2015,43917,96105
2015,81250,96106
2015,51958,96107
2015,,96108
2015,29958,96109
2015,36250,96110
2015,,96111
2015,28438,96112
2015,47336,96113
2015,69856,96114
2015,37917,96115
2015,,96116
2015,35588,96117
2015,42125,96118
2015,18750,96119
2015,53125,96120
2015,116302,96121
2015,33830,96122
2015,32708,96123
2015,39934,96124
2015,137321,96125
2015,53750,96126
2015,71458,96128
2015,250000,96129
2015,52876,96130
2015,36250,96132
2015,28036,96133
2015,34570,96134
2015,,96135
2015,,96136
2015,43388,96137
2015,100563,96140
2015,56058,96141
2015,36333,96142
2015,40348,96143
2015,68091,96145
2015,51964,96146
2015,41875,96148
2015,49293,96150
2015,,96155
2015,78206,96161
2015,35592,97635
2016,42250,89010
2016,37344,89019
2016,36617,89060
2016,57480,89061
2016,61071,89439
2016,34323,90001
2016,32520,90002
2016,31878,90003
2016,43180,90004
2016,31485,90005
2016,31993,90006
2016,22485,90007
2016,36134,90008
2016,47569,90010
2016,31684,90011
2016,32712,90012
2016,22058,90013
2016,23580,90014
2016,30463,90015
2016,41140,90016
2016,25143,90017
2016,35696,90018
2016,47518,90019
2016,40353,90020
2016,12370,90021
2016,40650,90022
2016,37472,90023
2016,57210,90024
2016,72653,90025
2016,51568,90026
2016,52922,90027
2016,35729,90028
2016,35132,90029
2016,36801,90031
2016,45218,90032
2016,29499,90033
2016,60965,90034
2016,74667,90035
2016,71917,90036
2016,27129,90037
2016,35739,90038
2016,77361,90039
2016,41897,90040
2016,68457,90041
2016,51444,90042
2016,41449,90043
2016,30288,90044
2016,81058,90045
2016,61157,90046
2016,40913,90047
2016,83672,90048
2016,117007,90049
2016,74959,90056
2016,29332,90057
2016,15224,90058
2016,35061,90059
2016,36094,90061
2016,37293,90062
2016,41267,90063
2016,92626,90064
2016,54796,90065
2016,72004,90066
2016,120208,90067
2016,76485,90068
2016,82237,90069
2016,,90071
2016,,90073
2016,178194,90077
2016,,90079
2016,,90089
2016,,90090
2016,121087,90094
2016,,90095
2016,38244,90201
2016,146250,90210
2016,73659,90211
2016,100183,90212
2016,50938,90220
2016,43304,90221
2016,37730,90222
2016,73469,90230
2016,80222,90232
2016,76748,90240
2016,61151,90241
2016,60732,90242
2016,91623,90245
2016,44824,90247
2016,55368,90248
2016,53783,90249
2016,47076,90250
2016,121345,90254
2016,37108,90255
2016,55666,90260
2016,43952,90262
2016,,90263
2016,126227,90265
2016,144868,90266
2016,36717,90270
2016,168225,90272
2016,158673,90274
2016,120553,90275
2016,99358,90277
2016,106102,90278
2016,45522,90280
2016,104392,90290
2016,82467,90291
2016,100842,90292
2016,85561,90293
2016,40799,90301
2016,43494,90302
2016,40632,90303
2016,38374,90304
2016,66114,90305
2016,67022,90401
2016,140612,90402
2016,85870,90403
2016,73042,90404
2016,83034,90405
2016,62590,90501
2016,67225,90502
2016,78290,90503
2016,75036,90504
2016,84450,90505
2016,,90506
2016,69011,90601
2016,49946,90602
2016,92982,90603
2016,64653,90604
2016,67019,90605
2016,63189,90606
2016,83524,90620
2016,54670,90621
2016,83857,90623
2016,84421,90630
2016,69425,90631
2016,81013,90638
2016,47598,90640
2016,61050,90650
2016,57166,90660
2016,61071,90670
2016,50293,90680
2016,58849,90701
2016,94752,90703
2016,61905,90704
2016,50704,90706
2016,55176,90710
2016,84109,90712
2016,89171,90713
2016,66239,90715
2016,35778,90716
2016,59791,90717
2016,96290,90720
2016,46364,90723
2016,48697,90731
2016,86594,90732
2016,59875,90740
2016,76667,90742
2016,109028,90743
2016,42112,90744
2016,71813,90745
2016,80175,90746
2016,,90747
2016,70357,90755
2016,45689,90802
2016,78406,90803
2016,46790,90804
2016,45878,90805
2016,47034,90806
2016,72401,90807
2016,97500,90808
2016,51271,90810
2016,31775,90813
2016,61093,90814
2016,79809,90815
2016,,90822
2016,,90831
2016,89906,91001
2016,90829,91006
2016,75353,91007
2016,102917,91008
2016,63090,91010
2016,158281,91011
2016,67868,91016
2016,70014,91020
2016,95256,91024
2016,84683,91030
2016,70841,91040
2016,51461,91042
2016,20417,91046
2016,61473,91101
2016,62697,91103
2016,70208,91104
2016,107284,91105
2016,75160,91106
2016,84663,91107
2016,141739,91108
2016,54603,91201
2016,62104,91202
2016,48849,91203
2016,41586,91204
2016,38138,91205
2016,53911,91206
2016,86190,91207
2016,111563,91208
2016,160132,91210
2016,91255,91214
2016,115125,91301
2016,120288,91302
2016,48238,91303
2016,62690,91304
2016,62748,91306
2016,103161,91307
2016,80792,91311
2016,66128,91316
2016,109810,91320
2016,62237,91321
2016,63368,91324
2016,60593,91325
2016,101656,91326
2016,,91330
2016,53714,91331
2016,51263,91335
2016,55463,91340
2016,63895,91342
2016,58285,91343
2016,81335,91344
2016,65818,91345
2016,101695,91350
2016,70663,91351
2016,51047,91352
2016,116009,91354
2016,89889,91355
2016,68817,91356
2016,90459,91360
2016,109966,91361
2016,103894,91362
2016,96635,91364
2016,80751,91367
2016,,91371
2016,121348,91377
2016,117835,91381
2016,102744,91384
2016,84930,91387
2016,108391,91390
2016,49153,91401
2016,39095,91402
2016,83241,91403
2016,39472,91405
2016,49764,91406
2016,47126,91411
2016,81753,91423
2016,137683,91436
2016,61048,91501
2016,40083,91502
2016,74006,91504
2016,80389,91505
2016,73661,91506
2016,50275,91601
2016,72417,91602
2016,94583,91604
2016,44913,91605
2016,42273,91606
2016,56096,91607
2016,,91608
2016,83426,91701
2016,59027,91702
2016,53693,91706
2016,82833,91708
2016,97222,91709
2016,72969,91710
2016,94509,91711
2016,69708,91722
2016,60053,91723
2016,80797,91724
2016,63567,91730
2016,34554,91731
2016,44421,91732
2016,40841,91733
2016,99333,91737
2016,100336,91739
2016,68487,91740
2016,88612,91741
2016,60784,91744
2016,79280,91745
2016,61357,91746
2016,61740,91748
2016,78375,91750
2016,64960,91752
2016,58833,91754
2016,48350,91755
2016,56250,91759
2016,65154,91761
2016,50309,91762
2016,50573,91763
2016,50728,91764
2016,90690,91765
2016,50412,91766
2016,52184,91767
2016,46964,91768
2016,46862,91770
2016,78799,91773
2016,79637,91775
2016,49443,91776
2016,62461,91780
2016,102209,91784
2016,51651,91786
2016,93231,91789
2016,72746,91790
2016,73917,91791
2016,67843,91792
2016,51867,91801
2016,57380,91803
2016,81603,91901
2016,90184,91902
2016,31051,91905
2016,49000,91906
2016,55492,91910
2016,51383,91911
2016,83693,91913
2016,124578,91914
2016,104170,91915
2016,84076,91916
2016,76065,91917
2016,24083,91931
2016,48010,91932
2016,25354,91934
2016,100976,91935
2016,71197,91941
2016,55753,91942
2016,59025,91945
2016,,91948
2016,41867,91950
2016,100302,91962
2016,42563,91963
2016,58937,91977
2016,61508,91978
2016,,91980
2016,71128,92003
2016,33487,92004
2016,98264,92007
2016,77802,92008
2016,112189,92009
2016,97770,92010
2016,105049,92011
2016,120882,92014
2016,74400,92019
2016,50617,92020
2016,48569,92021
2016,101096,92024
2016,50774,92025
2016,59539,92026
2016,56250,92027
2016,60196,92028
2016,86250,92029
2016,45156,92036
2016,102297,92037
2016,66960,92040
2016,53519,92054
2016,,92055
2016,63109,92056
2016,63473,92057
2016,43855,92058
2016,66288,92059
2016,,92060
2016,52500,92061
2016,98942,92064
2016,79169,92065
2016,51023,92066
2016,133355,92067
2016,59770,92069
2016,43447,92070
2016,77712,92071
2016,99688,92075
2016,65686,92078
2016,60682,92081
2016,76530,92082
2016,52123,92083
2016,56501,92084
2016,37083,92086
2016,145705,92091
2016,57209,92101
2016,42464,92102
2016,72200,92103
2016,52029,92104
2016,37908,92105
2016,83288,92106
2016,73088,92107
2016,65586,92108
2016,71098,92109
2016,61310,92110
2016,60134,92111
2016,31001,92113
2016,58036,92114
2016,46994,92115
2016,60362,92116
2016,66297,92117
2016,92413,92118
2016,74507,92119
2016,85275,92120
2016,101906,92121
2016,73756,92122
2016,72245,92123
2016,82037,92124
2016,90006,92126
2016,117150,92127
2016,96026,92128
2016,115260,92129
2016,136855,92130
2016,120584,92131
2016,,92132
2016,,92134
2016,,92135
2016,57442,92139
2016,,92140
2016,202563,92145
2016,,92147
2016,61618,92154
2016,,92155
2016,37166,92173
2016,42453,92201
2016,65947,92203
2016,96201,92210
2016,58274,92211
2016,40907,92220
2016,,92222
2016,65766,92223
2016,39314,92225
2016,41611,92227
2016,34018,92230
2016,34379,92231
2016,35208,92233
2016,41743,92234
2016,36300,92236
2016,57768,92239
2016,35393,92240
2016,32629,92241
2016,29911,92242
2016,42476,92243
2016,52886,92249
2016,36500,92250
2016,82901,92251
2016,35449,92252
2016,72203,92253
2016,27492,92254
2016,35405,92256
2016,18299,92257
2016,,92258
2016,31136,92259
2016,51426,92260
2016,46162,92262
2016,45166,92264
2016,25119,92266
2016,,92267
2016,37875,92268
2016,66083,92270
2016,25000,92273
2016,28960,92274
2016,30750,92275
2016,43308,92276
2016,37613,92277
2016,65547,92278
2016,,92280
2016,33380,92281
2016,35417,92282
2016,29514,92283
2016,40333,92284
2016,30963,92285
2016,29715,92301
2016,,92304
2016,38095,92305
2016,55044,92307
2016,42389,92308
2016,37609,92309
2016,49279,92310
2016,42138,92311
2016,64305,92313
2016,50916,92314
2016,47095,92315
2016,50310,92316
2016,45928,92320
2016,70272,92321
2016,35500,92322
2016,45325,92324
2016,50518,92325
2016,35694,92327
2016,31250,92328
2016,,92332
2016,27222,92333
2016,43444,92335
2016,85027,92336
2016,72655,92337
2016,,92338
2016,62950,92339
2016,,92341
2016,70329,92342
2016,72369,92344
2016,43700,92345
2016,60265,92346
2016,49000,92347
2016,68229,92352
2016,57610,92354
2016,31821,92356
2016,49861,92358
2016,54437,92359
2016,33520,92363
2016,,92364
2016,58031,92365
2016,33618,92368
2016,50980,92371
2016,53306,92372
2016,61947,92373
2016,66035,92374
2016,47479,92376
2016,74877,92377
2016,72596,92378
2016,61800,92382
2016,,92384
2016,48864,92385
2016,29063,92386
2016,,92389
2016,50492,92391
2016,56385,92392
2016,46267,92394
2016,40735,92395
2016,59184,92397
2016,39500,92398
2016,56586,92399
2016,16607,92401
2016,39500,92404
2016,37141,92405
2016,54057,92407
2016,33236,92408
2016,26168,92410
2016,34462,92411
2016,52041,92501
2016,58627,92503
2016,58711,92504
2016,59187,92505
2016,81531,92506
2016,42957,92507
2016,101788,92508
2016,60600,92509
2016,69559,92518
2016,49578,92530
2016,82784,92532
2016,51161,92536
2016,35690,92539
2016,28888,92543
2016,44841,92544
2016,43597,92545
2016,38415,92548
2016,59500,92549
2016,52444,92551
2016,45402,92553
2016,75114,92555
2016,64257,92557
2016,78565,92561
2016,77207,92562
2016,82686,92563
2016,56447,92567
2016,46279,92570
2016,53204,92571
2016,60170,92582
2016,40790,92583
2016,79778,92584
2016,62113,92585
2016,34781,92586
2016,69176,92587
2016,61328,92590
2016,75121,92591
2016,93158,92592
2016,64988,92595
2016,89589,92596
2016,105612,92602
2016,114606,92603
2016,94201,92604
2016,91250,92606
2016,121861,92610
2016,74525,92612
2016,92438,92614
2016,40305,92617
2016,100100,92618
2016,98830,92620
2016,82328,92624
2016,135266,92625
2016,80951,92626
2016,62115,92627
2016,84974,92629
2016,82899,92630
2016,39223,92637
2016,91637,92646
2016,73604,92647
2016,89089,92648
2016,90534,92649
2016,103191,92651
2016,94074,92653
2016,43278,92655
2016,102289,92656
2016,195051,92657
2016,117263,92660
2016,102167,92661
2016,97206,92662
2016,94938,92663
2016,75561,92672
2016,136776,92673
2016,80120,92675
2016,100919,92676
2016,97059,92677
