Year,Unemployment_rate,Below high school,High school,College/associate degree,Bachelor's degree,zipcode
2012,9.5,15.6,16.4,7.4,6.6,95005
2012,8.5,4.9,5.1,14.8,5.4,95006
2012,3.6,0,12.6,0,0,95007
2012,7.6,9.7,13.9,6.3,5.1,95008
2012,9.4,3.7,10.5,7.8,8.7,95010
2012,13.6,16.6,4.9,6.6,7.5,95012
2012,0,0,0,0,0,95013
2012,6.8,3.6,15,5.7,6.1,95014
2012,13.2,0,0,16,18.2,95017
2012,6.2,0,3.8,6.1,6.3,95018
2012,15.2,17.7,5.2,19.2,0,95019
2012,11.3,12.7,15.5,9,4.5,95020
2012,10.6,17.1,8.4,10.6,4.5,95023
2012,6.4,57.1,9.9,11.5,3.7,95030
2012,5.9,16.9,6.5,6.7,4.5,95032
2012,7.5,34.1,17.8,4.1,7.6,95033
2012,7.9,15.9,8.4,9.2,4.4,95035
2012,9.1,14.9,11.8,9.6,6.1,95037
2012,17.1,19.9,9.3,19.9,17.1,95039
2012,8.7,0,0,0,0,95041
2012,8.1,13.5,6.8,6.6,2.3,95043
2012,22.4,36.7,31,28.8,8.6,95045
2012,15,24,22.3,13.6,6.1,95046
2012,8.1,6,10.2,9.5,5.7,95050
2012,9.5,9.2,10.8,13.7,6.7,95051
2012,3.9,100,0,0,0,95053
2012,6.4,3.7,15.6,5.6,5.3,95054
2012,7.6,8.7,6.2,7.7,3,95060
2012,7.5,13.7,6.3,8.7,5.1,95062
2012,12.3,0,52,9.7,16.2,95064
2012,4.6,13.3,11.3,2.3,3.4,95065
2012,7.7,0,3,12.5,4.3,95066
2012,7,0,12.2,10.7,6.6,95070
2012,6,0,3.6,9.2,2.6,95073
2012,7,0,16.7,4.5,0,95075
2012,10.4,12.1,10.5,8.4,6.1,95076
2012,9.6,7.3,13.2,15.4,5.1,95110
2012,13,14.6,13.9,13.1,6.3,95111
2012,12,17.1,15,12.1,5.2,95112
2012,16.2,0,22.8,0,26.8,95113
2012,12.3,12.3,12.6,9.6,14.3,95116
2012,9.3,7.2,17.6,10.2,6.4,95117
2012,9.2,17.1,7.6,7.2,8,95118
2012,7.6,11.1,7.4,3,8.8,95119
2012,6.4,0,6.1,8.6,4.6,95120
2012,13.3,15.2,17,14.2,5.4,95121
2012,11.5,10.9,13.5,12,8.4,95122
2012,9.9,7.6,12.3,9.8,5.8,95123
2012,9,24.8,15.9,7.6,5.6,95124
2012,7.9,12.6,11.5,11.6,4.5,95125
2012,9.4,8.8,9.2,13,5.5,95126
2012,11,11.4,13.5,10,6.1,95127
2012,9.4,12,12.8,10.8,5.5,95128
2012,6.3,2.4,5.1,7.7,5.5,95129
2012,6.6,4.7,6.8,9.3,4.6,95130
2012,9.7,11.9,7.7,10.1,7.5,95131
2012,9.7,13.6,11.5,8.6,7,95132
2012,13.2,17.7,16.2,14.2,6.2,95133
2012,5.9,4,10.4,10.3,4,95134
2012,8.7,11.1,7.2,12.7,6.5,95135
2012,9.4,22.6,11,10.7,5.4,95136
2012,8.2,8.8,9.4,6.4,8.6,95138
2012,7,23.6,8.4,7.5,3.6,95139
2012,7.2,0,100,0,0,95140
2012,9.3,11.2,12.5,8,8.1,95148
2012,30.4,33.1,23.7,15.5,32.3,95202
2012,15.9,21.9,17.5,10.8,10.1,95203
2012,11.4,16.1,12.1,9.8,5.3,95204
2012,19.3,19.5,19.9,16.3,4.9,95205
2012,20.4,21.6,19.7,16.4,6.5,95206
2012,18.6,21.7,20.5,18.2,5.4,95207
2012,13.1,16.6,15.4,11.3,8.4,95209
2012,15,17.8,14.9,12.4,7,95210
2012,5.1,0,0,0,0,95211
2012,12.9,12.1,16.3,14.6,4.2,95212
2012,23.2,30.9,23.8,11,9.8,95215
2012,7,10,9.6,6.6,4,95219
2012,8.9,5.7,20.3,3.5,2.5,95220
2012,5.9,0,11.1,2.7,0,95222
2012,9.3,0,16.6,9.9,2.4,95223
2012,0,0,0,0,0,95224
2012,0,0,0,0,0,95225
2012,0,0,0,0,0,95226
2012,0,0,0,0,0,95227
2012,6.6,0,2.7,2,18.8,95228
2012,0,0,0,0,0,95230
2012,21.4,27.3,11.9,13.4,15.1,95231
2012,0,0,0,0,0,95232
2012,0,0,0,0,0,95233
2012,6.5,0,0,0,0,95234
2012,5.2,5.8,8.7,5.7,2.6,95236
2012,15,22.9,14.2,11.5,0,95237
2012,13.4,12,16,13,1.9,95240
2012,10.1,14.4,10.7,9.4,4.5,95242
2012,17.3,0,21.8,10.2,9.1,95245
2012,12.4,100,28,0,0,95246
2012,8.5,0,24.3,6,1.9,95247
2012,0,0,0,0,0,95248
2012,11.4,0,5.2,23.2,0,95249
2012,0,0,0,0,0,95250
2012,5.7,0,0,7.9,0,95251
2012,13.2,42.9,12.7,10.1,5,95252
2012,18,0,0,0,35.5,95254
2012,13.3,45.3,6.1,23.3,0,95255
2012,9.8,0,0,31.6,0,95257
2012,10.3,0,16,11,9.2,95258
2012,17,16.5,20.9,13.5,8.7,95301
2012,6.9,13.6,12.5,6.7,0,95303
2012,10.3,12.2,14.5,12.3,5.2,95304
2012,0,0,0,0,0,95305
2012,7.9,0,0,20.6,0,95306
2012,14.5,18.3,16.2,9.8,7.4,95307
2012,31.3,0,59.1,0,47.9,95310
2012,24.9,10.3,59.3,8.1,18.8,95311
2012,19.8,42,0,7.7,0,95312
2012,7,11.5,0,8.9,0,95313
2012,0,0,0,0,0,95314
2012,15,19.5,9.5,15,3.2,95315
2012,5.9,2.9,8.4,5.2,4.1,95316
2012,14.5,19.2,15.9,10,0,95317
2012,0,0,0,0,0,95318
2012,19.1,0,31,22,0,95319
2012,11,17.9,11.3,10,3.5,95320
2012,21.3,57.2,22.3,12,3,95321
2012,8.7,13.9,7.5,9.2,0,95322
2012,10.9,47.5,3.6,0,0,95323
2012,7.7,4.8,2.7,9.4,1.4,95324
2012,0,0,0,0,0,95325
2012,16.4,36.8,12.4,12.6,2.1,95326
2012,25.2,37.9,26.5,23.5,22,95327
2012,22.2,18.2,22.3,8.8,7.8,95328
2012,19.2,6.9,27.8,10.2,4.1,95329
2012,14.3,22.8,13.1,9.3,5.1,95330
2012,22.7,41.8,23,8.3,3.4,95333
2012,19.4,15.4,13.9,15.8,18.4,95334
2012,1,0,0,0,0,95335
2012,15.3,20.2,15.1,14.8,8.9,95336
2012,12.7,22.8,12.7,8.6,13.3,95337
2012,13.8,36.4,13.5,12.3,7.2,95338
2012,11.2,16.7,14.1,7.6,4.5,95340
2012,16.1,20.6,18.6,8.7,4.5,95341
2012,17.9,0,0,61.7,0,95345
2012,0,0,0,0,0,95346
2012,13.6,16.4,26.6,7.5,2.5,95348
2012,15.9,16.4,28.8,10.9,5.1,95350
2012,23.1,26.3,24.9,16.3,7.1,95351
2012,17.2,22.6,18.5,11.5,8.4,95354
2012,10.9,14.9,12.8,9.3,5.4,95355
2012,11.7,21.6,12.4,12.7,4.9,95356
2012,13.1,12.4,15,6.3,10.2,95357
2012,16.7,20.7,13.5,14.9,5.3,95358
2012,15.1,24.1,15.5,12.7,3.1,95360
2012,12.5,21.2,16.3,9.5,4.5,95361
2012,12.2,13.7,13.7,8.3,11.1,95363
2012,0,0,0,0,0,95364
2012,18.8,22.7,8.9,10.3,0,95365
2012,8.3,16.5,12.3,5.7,4.1,95366
2012,15.8,26.6,16.4,12.4,8.4,95367
2012,9.1,20.2,2.8,8.1,6.3,95368
2012,12.8,0,14.1,15.2,8.1,95369
2012,13.1,23.3,16.1,11.7,7.5,95370
2012,14.9,0,37,15.7,0,95372
2012,7.8,0,6.9,8.6,0,95374
2012,0,0,0,0,0,95375
2012,13.5,18.1,14.5,9.9,4.7,95376
2012,11.4,18.8,8.2,12.6,9.3,95377
2012,12.5,90.9,13.6,13,0,95379
2012,15.9,14.1,18.1,15.6,6.3,95380
2012,10.7,15.3,17.4,8.5,4.6,95382
2012,11.2,0,11.3,13.2,8.3,95383
2012,9.8,0,33.3,0,0,95385
2012,14.8,17.5,16.7,12.8,3.1,95386
2012,44.8,36.8,61.1,52.9,0,95387
2012,16.8,13.7,13.1,21.6,8.6,95388
2012,0,0,0,0,0,95389
2012,12.8,50.3,4.3,18.1,8.6,95391
2012,11.6,12.3,13.3,10.1,4.7,95401
2012,10,9.6,9.5,7.2,6.8,95403
2012,8.9,17.1,14.1,8,5.4,95404
2012,9.7,11.9,10.2,10.5,7.8,95405
2012,10.4,11.5,11.7,9.3,4,95407
2012,8.8,23.2,10.6,8.4,6.2,95409
2012,16.7,0,8.2,31.7,0,95410
2012,12.4,100,0,16.4,0,95412
2012,6.4,1.9,0,14.3,15.7,95415
2012,13.7,0,0,0,0,95417
2012,3.2,0,0,7.2,0,95420
2012,11.7,0,20.6,13.4,5,95421
2012,20.9,14.1,20,20,16.5,95422
2012,14.2,6.8,19.9,15,10.4,95423
2012,6.4,10.1,6.9,3.5,5,95425
2012,8.9,0,0,3.4,20.1,95426
2012,5.4,0,0,12.3,0,95427
2012,18.7,19.5,19.5,13.7,7.4,95428
2012,0,0,0,0,0,95429
2012,0,0,0,0,0,95430
2012,68.3,88.2,0,100,0,95431
2012,29.2,0,30.4,16.7,64.2,95432
2012,0,0,0,0,0,95435
2012,14.4,24.2,25.6,14.2,3.1,95436
2012,7.4,2.9,10.1,8.5,3.8,95437
2012,0,0,0,0,0,95439
2012,6.1,9.9,0,9.5,0,95441
2012,6.7,0,9.5,3.5,11.3,95442
2012,0,0,0,0,0,95443
2012,0,0,0,0,0,95444
2012,4.8,0,0,5.1,16.1,95445
2012,10.9,13.4,10.3,11.5,5.2,95446
2012,8.6,4.2,7.9,11,7.1,95448
2012,20.6,50.4,16.6,22.9,0,95449
2012,21.8,0,0,37.3,0,95450
2012,14.7,17.7,9.4,17.6,3.4,95451
2012,19.2,0,100,0,0,95452
2012,8.3,10.9,12.2,6.8,2.7,95453
2012,16.5,95.7,19.3,10.8,10.7,95454
2012,3.7,0,52.4,0,0,95456
2012,26.9,54.8,10.6,29.5,4.3,95457
2012,25.4,0,16.7,29.5,47.9,95458
2012,8.6,0,10.5,15.8,0,95459
2012,4.2,0,0,5.3,3.9,95460
2012,9.1,0,11.5,3.4,18.8,95461
2012,12.6,0,14.8,19.3,7,95462
2012,0,0,0,0,0,95463
2012,5.2,20.5,0,0,2.9,95464
2012,6.4,0,18.8,10.6,1.7,95465
2012,6.1,20,0,0,0,95466
2012,7.2,7.1,2.4,5.1,14.7,95467
2012,10.9,5.1,6.5,28.3,0,95468
2012,8.1,17.6,16.3,9.2,0,95469
2012,11.7,39,8.1,4.7,4.8,95470
2012,18.3,0,100,0,0,95471
2012,7.6,12.1,14,8.4,3.3,95472
2012,8,8.9,6,6.9,5.8,95476
2012,12.8,19.8,15.2,10.1,8.2,95482
2012,8.6,23.3,7.2,10.2,3.2,95485
2012,0,0,0,0,0,95486
2012,0,0,0,0,0,95488
2012,9.6,16.5,13.2,7.6,5.2,95490
2012,6.9,3.9,4.7,6.9,3.8,95492
2012,27.8,0,100,0,0,95493
2012,0,0,0,0,0,95494
2012,0,0,0,0,0,95497
2012,9.6,18.6,10.6,8.3,5.4,95501
2012,8.4,11,15.9,6.1,7.3,95503
2012,10.9,0,100,0,0,95511
2012,62.5,0,100,0,0,95514
2012,9,12,7.6,10.7,4.4,95519
2012,11.2,23.1,11.9,9.3,10.4,95521
2012,6.4,0,0,14.9,5,95524
2012,6.2,0,8.1,4.1,5.6,95525
2012,19.4,0,0,47.4,0,95526
2012,10.8,0,6.1,14.9,21.1,95527
2012,10.6,20,10.3,5,0,95528
2012,11,23.7,14,7.2,5.5,95531
2012,7,11.1,7.6,8.6,1.9,95536
2012,0,0,0,0,0,95537
2012,9,18.6,10,8.5,5.4,95540
2012,7.2,4.1,0,7.2,7.8,95542
2012,0,0,0,0,0,95543
2012,26.9,0,30.4,0,0,95545
2012,26,26.7,26.1,19.3,13,95546
2012,8,37,19.7,3.3,0,95547
2012,17.4,25.4,21.8,16.2,8.8,95548
2012,17,0,19.4,21.2,13,95549
2012,5,0,0,0,0,95550
2012,12.1,16.1,8.2,4.1,8.8,95551
2012,17.1,0,20,20,14.8,95552
2012,4.3,0,0,10.2,0,95553
2012,0,0,0,0,0,95554
2012,20.2,0,53.8,14.9,0,95555
2012,29,10,0,52.9,0,95556
2012,0,0,0,0,0,95558
2012,0,0,0,0,0,95559
2012,8.2,0,16.4,0,0,95560
2012,12.9,0,17.3,4.6,12.8,95562
2012,4.3,0,0,8.5,0,95563
2012,4.6,0,1.4,13.2,0,95564
2012,6,13.3,8.1,7,0,95565
2012,7.6,6.9,14.3,7.8,0,95567
2012,20.8,0,41.7,17.4,12.5,95568
2012,0,0,0,0,0,95569
2012,14.4,48.8,37.1,4.6,8.3,95570
2012,0,0,0,0,0,95571
2012,10.6,0,0,22.8,14.6,95573
2012,8.5,0,0,0,0,95585
2012,0,0,0,0,0,95587
2012,3.6,0,0,10.8,0,95589
2012,1.9,0,0,6.7,0,95595
2012,32.6,0,65.5,46.2,0,95601
2012,11,16.8,14.9,10.7,5.8,95602
2012,9.7,25.2,11.8,9,6.1,95603
2012,0,0,0,0,0,95604
2012,16.5,24.5,21,12.3,1.6,95605
2012,12.9,0,100,0,0,95606
2012,12.3,0,47.9,0,0,95607
2012,13.4,39.9,16.8,14.2,4.6,95608
2012,10.9,18.3,12.2,12.2,4.8,95610
2012,0,0,0,0,0,95612
2012,6.8,0,0,6.1,11.5,95614
2012,4.3,32.8,0,0,0,95615
2012,9,27.3,5.3,12.8,4.1,95616
2012,6.5,29.8,13.5,6.7,2.9,95618
2012,12,24.4,27.9,3.7,0,95619
2012,8.1,11.9,11.3,5.9,3.1,95620
2012,13.7,13.6,17.3,11.9,6.9,95621
2012,13.9,67.2,12.7,7.2,31.1,95623
2012,9,8,14.1,8,4.8,95624
2012,0,0,0,0,0,95625
2012,15.7,28.7,8.4,7.3,15.3,95626
2012,5.3,8.2,2.3,7.3,0,95627
2012,9.6,16.8,20.8,8.2,4.7,95628
2012,19,0,0,0,26.8,95629
2012,7.9,9.2,13.7,8.5,5.1,95630
2012,12.3,0,24,11.6,1.9,95631
2012,13.9,18.5,15.6,7.7,6.7,95632
2012,11.9,78.1,12.1,0,14.5,95633
2012,13.3,0,10.1,17.1,20.9,95634
2012,8.4,0,38.2,0,0,95635
2012,0,0,0,0,0,95636
2012,14.8,0,0,35.5,0,95637
2012,5.1,0,0,2.4,0,95638
2012,27.7,0,67.6,0,58.8,95639
2012,12,1.7,12.5,3.8,0,95640
2012,11.5,15,8.9,4.9,0,95641
2012,19.2,4.9,32.6,14.6,16.1,95642
2012,10.8,9,28.2,0,0,95645
2012,35.3,0,0,48,0,95646
2012,9.2,9.4,10.6,8.8,6.6,95648
2012,6.4,0,6.7,6.5,5.1,95650
2012,10,100,37.1,0,0,95651
2012,8,0,0,51.7,0,95652
2012,22.4,34,0,0,100,95653
2012,17.6,50,31.2,17.4,8.1,95655
2012,9.1,10.2,16.8,10.2,4.4,95658
2012,5.9,6.7,5.4,10.6,0,95659
2012,12.9,15.9,11.4,12.7,4.8,95660
2012,9.6,21.7,11.3,12.2,6.1,95661
2012,13.6,20.7,17.5,12.5,5.8,95662
2012,2.7,0,4.3,1.8,3.2,95663
2012,5.9,0,17.5,4.3,0,95664
2012,15.8,37.9,34,10.5,3.9,95665
2012,18.9,79.4,6,15.4,16.9,95666
2012,13.5,17.8,15.6,14.5,4.8,95667
2012,6,0,3.3,6,0,95668
2012,18.1,12.5,32.6,9.1,0,95669
2012,11.8,16.8,16.4,10.4,6.2,95670
2012,7.7,0,11.7,17.5,2.8,95672
2012,12.3,15.8,13.6,10.5,5,95673
2012,11.1,0,27.5,4.2,6.5,95674
2012,47.2,0,68.7,42.6,0,95675
2012,9.7,14,14.4,7.7,8.1,95677
2012,9.1,12,12.6,9.7,6.1,95678
2012,0,0,0,0,0,95679
2012,0,0,0,0,0,95680
2012,13.4,0,13.7,11.4,0,95681
2012,8.7,20.9,9.1,8,5.1,95682
2012,5.9,0,11.4,10,2,95683
2012,15.5,0,4.9,23.5,6.3,95684
2012,10.4,11.5,9.9,3.3,12.8,95685
2012,21,18.5,33.7,11.7,0,95686
2012,8.2,12,11.6,6.9,4.2,95687
2012,9.6,5.6,13.5,10.2,2.6,95688
2012,7,0,0,14.7,0,95689
2012,21.6,48.8,18.5,9.2,0,95690
2012,9.7,14.9,11.9,10.7,3.2,95691
2012,14.2,27.9,19.7,7.6,4.6,95692
2012,9,9.9,8.6,16.4,1.2,95693
2012,8.1,7.3,13.8,5.1,1.3,95694
2012,8.5,17.7,11.4,4.9,2.7,95695
2012,12.8,0,0,0,60,95697
2012,21,53.2,0,0,0,95698
2012,0,0,0,0,0,95699
2012,2.6,0,5,0,0,95701
2012,12.2,0,7.5,4.3,0,95703
2012,7.7,23.1,13.1,4.6,3.6,95709
2012,10.2,25.4,13,7,9.4,95713
2012,25.2,0,76.9,7.4,0,95714
2012,0,0,0,0,0,95715
2012,39.5,0,0,54.5,0,95717
2012,2.4,0,0,5,0,95720
2012,0,0,0,0,0,95721
2012,8,42.9,1.1,11.4,4.8,95722
2012,0,0,0,0,0,95724
2012,11.4,37,10,9.2,9.6,95726
2012,28.8,0,0,0,45.8,95728
2012,15.4,0,0,0,0,95735
2012,0,0,0,0,0,95736
2012,9.9,8.1,3.5,14.9,8.8,95742
2012,7.1,36.4,6.5,6.9,2.2,95746
2012,6.8,10.1,9.2,7,5.3,95747
2012,7.2,10,10.9,6.9,3,95757
2012,8.6,9.7,11.6,9.9,3.2,95758
2012,5.6,6.2,6.7,7.4,3.5,95762
2012,7.6,28,13.3,7.8,5.1,95765
2012,9.7,17.6,8.8,7.8,4.8,95776
2012,13.3,22.8,23.7,12.7,6.9,95811
2012,7.2,13,5.8,13.7,2.1,95814
2012,22.9,30.5,24.7,18.3,9.5,95815
2012,8.3,2,9.6,13.3,5.4,95816
2012,17.7,34.1,21.6,15.8,6.4,95817
2012,8,26.9,12.1,8.3,3.1,95818
2012,6.1,0,20.8,9.7,3.3,95819
2012,15.5,24.2,13.5,16,6.6,95820
2012,15.9,15.8,16.2,16.6,5.8,95821
2012,14.2,19.4,20,10.1,2.8,95822
2012,18.5,19,21.1,14.3,5.6,95823
2012,16.9,16,17.9,15.8,5.5,95824
2012,12.9,12.5,16,12.3,9.4,95825
2012,13,14.7,12.9,15.1,5.6,95826
2012,13.7,28.6,14.2,10,9.5,95827
2012,15.9,16.2,15.7,13.9,5.6,95828
2012,8.8,14.8,9.3,10.8,2.6,95829
2012,3,3.8,0,0,6,95830
2012,8.6,13.7,20.1,8,3.6,95831
2012,18.9,20.9,22.9,17.1,4.2,95832
2012,14.7,28.6,16.5,12.1,5.3,95833
2012,11.7,3.2,13.8,8.4,8.1,95834
2012,8.4,22.4,12.3,9.8,4.6,95835
2012,1.5,100,0,0,0,95837
2012,14.7,24.8,14.2,8.5,6,95838
2012,15.4,24,22.1,12.9,7.5,95841
2012,13.5,17.8,11.4,12.7,4.9,95842
2012,7.3,6.6,6,9.9,4.3,95843
2012,8.4,25.6,24.8,9.2,3.1,95864
2012,16.7,20.2,26.1,13.4,7,95901
2012,4.1,0,0,5.4,8.5,95903
2012,55,0,0,75.9,0,95910
2012,8.3,12.1,8.2,8.1,3.7,95912
2012,17.6,7.1,27.9,13.1,0,95914
2012,0,0,0,0,0,95915
2012,18.8,16.7,19.4,6.9,58.5,95916
2012,27.4,20.2,32,27.9,0,95917
2012,14.9,0,22.8,18.4,8,95918
2012,20.8,0,10.9,27.1,100,95919
2012,0,0,0,0,0,95920
2012,19.3,28.6,28.3,19.2,0,95922
2012,0,0,0,0,0,95923
2012,5.9,0,14.7,0,0,95925
2012,13.4,16.4,16.4,15.5,6,95926
2012,12.5,19.9,16.8,15,7.1,95928
2012,0,0,0,0,0,95930
2012,14.2,22.4,11.7,14.1,0.5,95932
2012,7.8,0,0,11.1,0,95934
2012,39,51.5,0,43.3,0,95935
2012,0,0,0,0,0,95936
2012,30.9,77.5,21.1,10.9,0,95937
2012,8.9,0,3.9,9.6,2.6,95938
2012,28.6,50,13.3,21.4,0,95939
2012,12.7,0,0,36.1,0,95941
2012,10.1,100,0,4.8,5.3,95942
2012,2.7,0,7.4,0,0,95943
2012,0,0,0,0,0,95944
2012,10.6,20.4,17.6,9.3,5.2,95945
2012,12.1,38.9,5.7,17.8,9.3,95946
2012,12.8,8.6,54.7,12.5,3.9,95947
2012,13.8,15.5,10.6,12.4,11.9,95948
2012,8.5,38.1,3.7,8.4,7.2,95949
2012,32.2,35.5,0,20.3,59.5,95950
2012,15.1,12,1.3,31.7,0,95951
2012,13.2,23.4,13.2,6,5.4,95953
2012,19.3,30.9,16.4,12,14.7,95954
2012,10.8,0,0,22.6,0,95955
2012,34,0,0,43.4,0,95956
2012,7.6,16.1,7.9,4.6,0,95957
2012,12.1,80.6,18.7,9.4,9.1,95959
2012,11,0,2,13.7,28.7,95960
2012,16.8,19.8,15.3,12.7,12.9,95961
2012,1.6,0,0,3.7,0,95962
2012,10,14.1,13,7.2,2.2,95963
2012,17.6,20.5,17.3,13.3,15.7,95965
2012,17.9,15.9,22.1,13.3,6.6,95966
2012,12.1,21.1,19.7,0,0,95968
2012,11.3,17.2,12.1,11.5,7.7,95969
2012,13.7,0,16.4,20.5,0,95970
2012,13.5,0,13.6,5.8,3.6,95971
2012,9.8,12.3,14.7,10.4,4.6,95973
2012,0,0,0,0,0,95974
2012,2.7,0,10.5,0,7.2,95975
2012,10.7,0,19.6,9.3,1.3,95977
2012,0,0,0,0,0,95978
2012,20.4,42.9,25,8.8,15,95979
2012,77.5,0,0,77.5,0,95981
2012,12.9,13.6,19.5,11.9,7.4,95982
2012,17.2,0,0,0,0,95983
2012,0,0,0,0,0,95984
2012,0,0,0,0,0,95986
2012,13.4,18.2,1,5.8,5.4,95987
2012,9.8,8.1,8.9,16.1,1.2,95988
2012,14.4,17.7,10.4,8.7,4.2,95991
2012,12,27.9,10.5,8.5,6.8,95993
2012,12.8,21.1,18.2,13.9,3.4,96001
2012,11.8,15,12.7,9.4,4.4,96002
2012,12.2,32.9,18.3,10.8,7.6,96003
2012,0,0,0,0,0,96006
2012,16.5,31.2,16.9,13.8,6.5,96007
2012,5.5,0,0,11.1,0,96008
2012,11,50,0,0,0,96009
2012,22.5,0,0,40,0,96010
2012,38.9,0,0,0,0,96011
2012,12.2,58.1,11.9,5.4,7.9,96013
2012,0,0,0,0,0,96014
2012,28.8,0,7,37.9,0,96015
2012,0,0,0,0,0,96016
2012,10.4,25,0,7.1,0,96017
2012,15.6,29,22.3,12.9,2.5,96019
2012,16,0,19.4,17.7,8.1,96020
2012,12.1,18.2,15.6,5.6,11.2,96021
2012,15,34.7,16.1,6.8,6.4,96022
2012,16.3,43.3,3.3,16.2,0,96023
2012,17.8,0,45,4.2,9.1,96024
2012,19.4,13.9,11.8,23.5,18,96025
2012,11.3,0,14.5,15.8,3.4,96027
2012,9.9,13.2,0,7.5,0,96028
2012,20.4,0,25.8,22.2,0,96029
2012,5.7,0,14.8,0,0,96031
2012,9.3,58.6,11.5,13.7,0,96032
2012,20.6,0,68,14.3,0,96033
2012,20,6.5,42.9,26.3,0,96034
2012,14.1,24.6,21.5,9.1,0,96035
2012,39.6,0,78.3,0,0,96037
2012,25.7,100,45,4.7,0,96038
2012,13.6,0,15.7,19.4,0,96039
2012,0,0,0,0,0,96040
2012,22.4,10.6,39.5,17.8,6.4,96041
2012,16.6,0,8.6,23.7,11.5,96044
2012,0,0,0,0,0,96046
2012,31.2,61.9,20,30.4,2.3,96047
2012,24.3,21.2,20.7,21.8,3.9,96048
2012,84.8,100,0,100,0,96049
2012,13.2,0,6.9,9.8,27.3,96050
2012,32.6,0,29.1,17.2,50.7,96051
2012,13.4,100,16.9,9.7,29.1,96052
2012,7.9,0,29.4,0,0,96054
2012,15.4,11.7,38,13,1.9,96055
2012,18.3,0,38.2,23.5,0,96056
2012,15.1,0,44.4,4.7,4.8,96057
2012,3.4,12.5,0,0,2.8,96058
2012,11.9,0,35,9,0,96059
2012,0,0,0,0,0,96061
2012,12.6,0,10,14.3,2.4,96062
2012,0,0,0,0,0,96063
2012,15.7,14.2,18.8,13.2,16.4,96064
2012,0,0,0,0,0,96065
2012,8.6,0,17.7,5.5,4.1,96067
2012,0,0,0,0,0,96068
2012,11.7,21.9,22.4,8.7,7.4,96069
2012,56.3,0,0,100,0,96071
2012,12,0,29.5,8.5,6,96073
2012,20,0,27.3,0,0,96074
2012,13.5,22.2,80,0,0,96075
2012,6.5,0,7.1,0,0,96076
2012,13.4,14.7,14.9,11.7,5.2,96080
2012,0,0,0,0,0,96084
2012,0,0,0,0,0,96085
2012,39,0,38.1,18.8,63.3,96086
2012,0,0,0,0,0,96087
2012,12.5,0,14.7,12.2,0,96088
2012,24.1,29.2,21.7,41.1,0,96090
2012,27,23.4,50.9,4.2,34.9,96091
2012,0,0,0,0,0,96092
2012,10.2,100,7.1,10.3,0,96093
2012,15.2,4.9,7.3,22.5,8.1,96094
2012,11.8,36.4,13.5,5.2,17.1,96096
2012,16.6,27.8,29.7,10.3,0,96097
2012,9.9,17.6,0,8.9,13.3,96101
2012,24.5,80.6,38.5,25.4,9.4,96103
2012,12.6,0,20.7,22.9,0,96104
2012,27.2,36.8,35.3,0,0,96105
2012,14.1,0,45.5,0,0,96106
2012,8.9,0,26.1,8.9,0,96107
2012,0,0,0,0,0,96108
2012,15.4,36,0,17.2,0,96109
2012,39.4,100,0,0,38.5,96110
2012,0,0,0,0,0,96111
2012,11.9,20,0,0,0,96112
2012,18.1,0,0,6.8,0,96113
2012,6.7,40.9,13.9,4.8,2.8,96114
2012,5.2,0,0,0,9.1,96115
2012,24,58.1,0,0,0,96116
2012,0,0,0,0,0,96117
2012,6.1,0,5.1,3.3,0,96118
2012,0,0,0,0,0,96119
2012,10.3,0,20,9.9,5,96120
2012,4.8,0,15.2,0,0,96121
2012,18.8,25,23.8,9.5,7.2,96122
2012,6.7,0,100,0,0,96123
2012,0,0,0,0,0,96124
2012,0,0,0,0,0,96125
2012,3.4,0,0,0,0,96126
2012,15.5,0,0,17.5,0,96128
2012,39.5,100,48,44.1,0,96129
2012,9.7,39.1,14.5,6.6,2.4,96130
2012,0,0,0,0,0,96132
2012,0,0,0,0,0,96133
2012,12.3,15.3,24.8,11.2,0,96134
2012,0,0,0,0,0,96135
2012,0,0,0,0,0,96136
2012,18.2,84.2,30.9,13.9,9.2,96137
2012,4.7,0,0,0,10,96140
2012,6.4,0,42.5,0,5.2,96141
2012,23.9,50,31.8,38.8,8.2,96142
2012,12.1,16.4,20.1,12.2,4.3,96143
2012,3.2,0,5.3,2.5,3.7,96145
2012,12.7,0,0,16,28.1,96146
2012,9.7,0,0,30.7,7.5,96148
2012,11.4,10.9,11.7,8.4,8.9,96150
2012,0,0,0,0,0,96155
2012,8.5,9,14.5,9.2,6.5,96161
2012,19.3,0,11.5,50,0,97635
2013,10.3,0,0,30.8,0,89010
2013,2.4,2.7,5.7,2.4,0,89019
2013,17.4,31,20.9,12,0,89060
2013,9.1,28.9,13.3,4.7,4.8,89061
2013,11.6,0,32.7,8.9,5.4,89439
2013,11.1,9.4,10.3,12.5,6.3,90001
2013,12.7,10.1,15,11.4,3.3,90002
2013,14.5,12.7,12.7,16.7,12.5,90003
2013,13.7,14.1,13.3,13.6,11.3,90004
2013,11.3,10.5,10.8,11.9,9.1,90005
2013,12.8,9.6,12,14.6,11.8,90006
2013,13.1,11.6,13.1,16,9.7,90007
2013,15.7,18.1,15.8,16.8,6.8,90008
2013,6.4,29.6,11.1,7.3,2.5,90010
2013,9.7,7.3,8.3,12,10.7,90011
2013,6.3,9.5,7.5,8.3,2.5,90012
2013,21.4,32.2,40.1,20.6,16.2,90013
